None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
(338, 387)
(338, 391)
(338, 391)
(339, 393)
(339, 393)
(339, 393)
(338, 396)
(338, 396)
(339, 397)
(339, 397)
(339, 397)
(339, 397)
(339, 398)
(339, 398)
(339, 398)
(339, 399)
(339, 399)
(339, 399)
(338, 398)
(338, 398)
(338, 398)
(337, 397)
(337, 397)
(337, 396)
(337, 396)
(337, 396)
(337, 396)
(337, 396)
(336, 396)
(336, 396)
(335, 395)
(335, 395)
(334, 395)
(334, 395)
(334, 394)
(334, 394)
(333, 393)
(333, 393)
(333, 393)
(333, 393)
(332, 393)
(332, 393)
(332, 392)
(332, 392)
(332, 392)
(332, 392)
(331, 392)
(331, 392)
(331, 392)
(331, 392)
(331, 392)
(330, 391)
(330, 391)
(330, 391)
(330, 391)
(328, 391)
(328, 391)
(327, 391)
(327, 391)
(327, 391)
(327, 391)
(327, 391)
(326, 392)
(326, 392)
(325, 392)
(325, 392)
(326, 392)
(326, 392)
(326, 393)
(326, 393)
(326, 393)
(326, 393)
(326, 393)
(325, 393)
(325, 393)
(324, 392)
(324, 392)
(323, 391)
(323, 391)
(322, 390)
(322, 390)
(321, 389)
(321, 389)
(322, 389)
(322, 389)
(322, 389)
(322, 389)
(322, 388)
(322, 388)
(323, 388)
(323, 388)
(323, 388)
(323, 388)
(323, 388)
(324, 387)
(324, 387)
(324, 387)
(324, 387)
(323, 387)
(323, 387)
(323, 387)
(323, 387)
(323, 387)
(323, 387)
(323, 387)
(323, 386)
(323, 386)
(324, 386)
(324, 386)
(324, 387)
(324, 387)
(325, 387)
(325, 387)
(325, 388)
(325, 388)
(325, 388)
(325, 388)
(325, 388)
(325, 388)
(325, 388)
(324, 388)
(324, 388)
(323, 388)
(323, 388)
(323, 388)
(323, 388)
(322, 388)
(322, 388)
(322, 387)
